RA,Dec,MagV,Identifier
028.6578748232561,+40.6559565608877,7.04,HIP 8902
028.7240843563172,+40.7019977525335,6.248,HIP 8922
032.1219166096,+37.8590794772,4.82,HIP 9977
032.7201021068571,+39.0395443517271,6.07,HIP 10176
032.7235702777414,+39.0433101118927,6.1,HIP 10180
035.8221790589985,+38.2527302199044,7.14,HIP 11135
036.4580878954399,+37.0136777643897,7.28,HIP 11333
037.3223346626690,+38.2252240974851,7.27,HIP 11583
037.2811897048304,+37.3297367290853,6.78,HIP 11573
037.9590808415590,+38.1218503942149,7.01,HIP 11765
038.9114228785915,+37.3122618133206,5.71,HIP 12072
038.0257069796127,+36.1472721930825,5.144,HIP 11784
041.7430091275845,+35.9835206347749,6.25,HIP 12982
041.0478506640965,+35.1149707747098,7.23,HIP 12776
041.7648962517433,+35.5546749951292,6.25,HIP 12990
042.7201127833052,+35.3938995338728,6.49,HIP 13275
042.8784969853851,+35.0597444306882,4.53,HIP 13328
044.7653183003221,+35.1831351334268,4.93,HIP 13905
135.3505416558522,+32.2522962789162,5.87,HIP 44307
137.0173178832841,+32.5403996310895,6.46,HIP 44825
136.2295025497794,+32.3768378057723,6.47,HIP 44574
136.9073464972335,+31.2005556780753,6.96,HIP 44781
135.4534747070894,+27.9025973616083,6.07,HIP 44342
137.6616576579,+30.9631377669,5.95,HIP 45058
137.0002084043714,+29.6542350343521,5.42,HIP 44818
135.6368392655522,+25.8554142325582,7.27,HIP 44391
136.0411126530666,+27.8983080191130,6.665,HIP 44512
135.6844426495258,+24.4528937611410,5.447,HIP 44405
136.9716865608298,+25.6262992558095,7.05,HIP 44806
137.3397611005834,+22.0454404612798,5.149,HIP 44946
137.5869100621290,+21.9964166672370,6.011,HIP 45033
137.2596318714271,+17.4696532695521,7.176,HIP 44918
137.0266539778278,+14.0424796225152,7.28,HIP 44831
137.0523447979045,+11.9482010753284,7.29,HIP 44843
137.4434328881278,+11.5643774006269,6.48,HIP 44984
136.9367089328235,+10.6682019458957,5.24,HIP 44798
137.2578651603764,+07.5131876265136,6.98,HIP 44916
135.6867336619951,+07.2982705659721,5.831,HIP 44406
135.8108647250229,+06.8159822019263,6.53,HIP 44437
135.3807772597200,+05.6409853113420,6.052,HIP 44315
135.4548970703316,+05.6516932351369,7.19,HIP 44344
136.4932047480241,+05.0923263207693,4.981,HIP 44659
136.8196088865111,+02.5816438664115,6.66,HIP 44755
136.7497472892998,+01.4626950315171,6.17,HIP 44738
136.8424631002726,+00.6001911636583,7.147,HIP 44761
135.4916136221600,-00.4826712781646,5.627,HIP 44356
137.0064163931661,-02.4761878496968,7.09,HIP 44820
136.2720202193277,-03.7808850660689,7.22,HIP 44594
135.3804570844104,-04.4560101213648,6.64,HIP 44316
135.9309001894971,-05.1713612843636,6.816,HIP 44476
135.4891146993089,-08.3741833009965,7.28,HIP 44354
135.19013009,-09.19142053,7.242,HIP 44254
137.1757518273917,-08.5895258339478,5.609,HIP 44883
137.3982090155942,-08.7876466715048,5.46,HIP 44961
136.2388894994234,-10.1219092476086,7.25,HIP 44578
137.2074476212558,-10.7575070738847,7.15,HIP 44896
136.9320183002086,-12.0207080927193,7.16,HIP 44793
137.2979773701371,-12.3577051829769,5.769,HIP 44936
136.8114084461980,-13.3072258320456,7.04,HIP 44754
137.1855111020845,-16.2773219458081,6.48,HIP 44888
137.5431076090123,-16.8626109179563,6.97,HIP 45018
135.9375012359693,-17.4966080482390,6.57,HIP 44478
136.1732757798781,-17.2368336460287,7.16,HIP 44556
136.7282337637308,-18.2015840470046,6.65,HIP 44733
137.2675423732115,-18.3285558467655,5.722,HIP 44923
135.1584179530241,-21.2158562619486,7.1,HIP 44246
137.5958296609883,-23.1766953560832,6.531,HIP 45037
135.2222606553551,-24.1536434561373,6.94,HIP 44268
135.7867613707774,-25.5042084155733,6.714,HIP 44431
137.0120006180390,-25.8585369777253,4.56,HIP 44824
137.1525480216512,-25.8394967972658,6.85,HIP 44874
137.44081887,-25.80310904,7.29,HIP 44982
135.2975817603808,-26.6637151974418,6.187,HIP 44290
135.4541077327345,-26.5635301294430,7.28,HIP 44343
135.2761653343407,-27.5157414761349,7.22,HIP 44281
137.1813805698550,-26.7675987046493,6.144,HIP 44887
136.2774669702419,-29.0181790204864,6.63,HIP 44596
137.3933616213050,-29.8169069925205,6.67,HIP 44960
137.4850397267881,-30.3654007960926,5.593,HIP 45001
135.7159037492628,-32.4400558731171,6.93,HIP 44415
135.8171403588502,-33.6006356702706,7.1,HIP 44442
139.71101600,+36.80259252,3.92,HIP 45688
139.60795418,+35.36407574,5.94,HIP 45661
140.2637530962,+34.3925623739,3.14,HIP 45860
139.3246876584634,+33.5007764754898,6.85,HIP 45572
140.3632568495569,+32.9021551644538,6.18,HIP 45896
140.4142115401295,+32.2642395020962,6.775,HIP 45910
139.3995742625987,+27.4221841401636,6.748,HIP 45595
139.8140149595499,+26.2518432570681,6.58,HIP 45723
138.6160441008573,+25.0114948215677,6.896,HIP 45349
139.4402079483323,+23.0788186026865,6.95,HIP 45606
138.4052601196679,+21.2832073141397,6.465,HIP 45272
137.9871248395700,+18.0441182303719,6.857,HIP 45153
140.1578887540831,+19.0906308817309,7.24,HIP 45826
139.7452377231899,+17.7052645189919,6.64,HIP 45699
138.0731141884760,+14.9960489455841,6.51,HIP 45170
140.3562054877388,+16.5983004421943,7.02,HIP 45894
138.8077164896996,+14.9415111421809,5.348,HIP 45410
140.3139405788136,+15.3713545710675,6.549,HIP 45874
140.3271529602984,+13.1114542284986,6.67,HIP 45879
139.4639810387068,+11.5011458952617,6.39,HIP 45614
137.8619541314079,+08.9759873936295,6.95,HIP 45111
139.8772884588082,+09.7901479457932,7.17,HIP 45740
139.4618079175518,+07.9460707610929,7.113,HIP 45613
138.3453025244780,+05.8155253194923,7.29,HIP 45252
137.9818072228102,+05.4686274625238,6.342,HIP 45150
139.9632475645426,+05.2160506093818,6.62,HIP 45758
138.0536689355330,+03.8669795530651,6.131,HIP 45167
138.3533325948301,+03.8245805197203,7.23,HIP 45257
138.4771947374096,+02.8628429521449,6.99,HIP 45299
140.2874028999722,+02.9410259538004,6.97,HIP 45866
137.8719109669044,+00.2912616266057,6.83,HIP 45114
139.3011095472712,+01.9296357928657,6.83,HIP 45565
139.1665752472152,+00.7290389513500,6.76,HIP 45521
139.3872145604107,+00.5548860244778,6.96,HIP 45592
140.1528385801745,+00.1817087469322,6.698,HIP 45824
138.7166262243898,-01.5871092159275,6.97,HIP 45378
138.1723956102773,-03.0330736063794,7.08,HIP 45203
140.4366197137850,-02.7928908268233,7.21,HIP 45916
139.1738632316420,-06.3531386565062,5.23,HIP 45527
138.1085397226789,-07.1098026532848,6.098,HIP 45184
138.8431769611531,-08.4826942635078,6.95,HIP 45422
138.7210759782033,-08.7579448619627,7.27,HIP 45380
139.1723628022774,-08.7447559152061,5.468,HIP 45526
140.1209106900,-09.5556959511,4.811,HIP 45811
140.0875357633559,-09.6101741980547,6.95,HIP 45802
139.2377013829687,-11.1031105670479,6.45,HIP 45543
139.8912255334323,-11.3149634520042,6.618,HIP 45744
139.3716774081792,-11.9619676727488,7.08,HIP 45588
139.9432628901203,-11.9748493547618,4.77,HIP 45751
139.9795957459588,-13.3058633220699,7.1,HIP 45763
139.1147685403177,-13.8341138622770,6.81,HIP 45511
139.2821744062756,-14.5740677353860,5.831,HIP 45559
138.5128778319080,-14.6948410782215,6.46,HIP 45305
138.8539489461652,-15.0249101982514,6.318,HIP 45424
140.2312406198940,-15.6178254357716,6.308,HIP 45854
139.8880602547525,-15.8346630709402,5.792,HIP 45743
139.7416676393076,-16.8007978180948,6.99,HIP 45697
140.62239970,-17.89402582,6.8,HIP 45968
137.9947328651946,-19.7476299776559,5.717,HIP 45158
139.7827655093568,-22.5530865416833,7.18,HIP 45712
138.1063129597939,-25.6008545330352,7.15,HIP 45182
140.3732944954589,-25.9654379609053,4.72,HIP 45902
137.9615496474129,-28.3148130048102,7.11,HIP 45141
140.1096684538924,-29.1267936729980,7.01,HIP 45805
138.0911752561661,-28.9475853939702,6.75,HIP 45176
138.3397954829856,-29.6643667606070,6.38,HIP 45249
138.2339975005176,-31.0660970783609,7.14,HIP 45220
140.18462832,-31.76021554,6.82,HIP 45837
138.58939068,-32.55694082,6.59,HIP 45335
138.8940740913418,-33.3239626213617,6.84,HIP 45436
139.9497232263286,-34.1033220469928,6.384,HIP 45754
139.9891539337572,-35.4980731228066,7.09,HIP 45766
138.6933093743899,-35.9619549373260,7.27,HIP 45371
141.0937084869724,+36.5870804533768,6.68,HIP 46125
141.6716729189727,+36.4574554290990,6.98,HIP 46321
142.9266457373812,+36.4290918967081,6.88,HIP 46749
143.3765113846373,+36.4869484911142,6.181,HIP 46904
140.9601333027695,+34.5481697409265,7.17,HIP 46083
142.8850434925386,+35.1032720175305,5.37,HIP 46735
142.6801262168646,+33.6557105710630,5.857,HIP 46652
143.3262129448994,+28.3679484035929,6.505,HIP 46891
141.0332556743026,+25.9183428104939,6.77,HIP 46105
141.1635780821,+26.1823236031,4.46,HIP 46146
140.8823961658716,+25.1828402496476,6.4,HIP 46058
142.8224432167860,+27.3872402996821,6.623,HIP 46704
141.0777719643375,+23.5792049240221,7.24,HIP 46119
142.9301147300,+22.9679695553,4.31,HIP 46750
142.5981257986155,+21.8126883356764,6.96,HIP 46621
141.1888977898684,+19.7866300916866,6.56,HIP 46155
141.13003982,+18.14137491,7.22,HIP 46137
141.1747718536752,+17.7105569160061,7.1,HIP 46149
142.3872532650964,+17.6518619156207,7.27,HIP 46545
141.3854190684871,+16.5855885306547,6.292,HIP 46232
141.7362728873640,+14.3031115185044,6.81,HIP 46345
142.1394400285651,+12.3853142796156,6.88,HIP 46464
142.8340798296,+12.8588482769,6.9,HIP 46713
142.9864178743843,+11.2998232842761,4.963,HIP 46771
142.9899016035660,+09.7157680989790,5.07,HIP 46774
140.8730928622870,+07.7137468912079,6.89,HIP 46053
142.1215607077029,+08.1883018379244,5.713,HIP 46457
140.9177872956683,+05.2195579620557,6.85,HIP 46068
142.4784394773387,+05.6551331129547,7.197,HIP 46580
140.8156788731644,+03.5013824170644,7.29,HIP 46029
142.77579567,+03.07979769,7.26,HIP 46690
143.1724780359091,+01.8641271237293,6.12,HIP 46840
142.88024081,+01.46525733,6.9,HIP 46732
141.5158709987510,-01.2349400364542,6.57,HIP 46273
141.5929623534086,-01.4640751516846,5.985,HIP 46288
142.2595777898833,-01.2569106885797,6.27,HIP 46504
142.9955217167826,-01.1846631048600,4.548,HIP 46776
142.3518341033041,-02.2051896093043,6.126,HIP 46529
141.2217955126808,-04.2829371684246,6.92,HIP 46165
142.2872537403560,-02.7689469402234,4.6,HIP 46509
142.3269720148813,-03.1654349338097,6.93,HIP 46522
142.6723077966951,-04.0653905937936,7.07,HIP 46648
142.3850664114649,-04.2466349824255,6.257,HIP 46543
141.3501466574157,-05.1173925747008,5.579,HIP 46221
142.7297790036454,-05.6615031192295,6.83,HIP 46669
141.3626337238168,-06.4045210488625,7,HIP 46223
141.94491636,-06.07118951,5.4,HIP 46404
143.3329504141186,-07.1902279358380,6.25,HIP 46893
142.0553066544051,-07.7207397254830,7.01,HIP 46435
143.2582210535392,-08.5053725388582,6.113,HIP 46869
141.89684460,-08.65859953,1.97,HIP 46390
140.7119014279,-09.8387942219,6.53,HIP 45999
142.0259741376852,-10.0245999276872,7.26,HIP 46429
142.0855102754225,-09.9868697413636,6.82,HIP 46443
142.9124349765162,-10.5520317389464,6.123,HIP 46744
142.9821213710161,-10.3703410994604,6.124,HIP 46768
142.8687914130451,-12.0623887182761,6.99,HIP 46725
143.2323958863054,-13.5168032827781,5.937,HIP 46859
140.6343264789773,-15.2348367774711,6.72,HIP 45975
142.3216854682017,-13.7368157808875,7.13,HIP 46519
142.5936781600309,-15.5773518677060,5.849,HIP 46618
141.7533924624334,-16.0131676037000,6.96,HIP 46350
141.2499482458572,-17.2187246181010,7.27,HIP 46181
142.3613455908,-17.5052948714,7.08,HIP 46533
141.4866382113479,-17.9473533011695,6.95,HIP 46259
141.7037638815704,-19.1551382410976,6.95,HIP 46336
143.0850349185311,-19.4003017467201,5.74,HIP 46813
140.8107557966459,-21.0377278796476,6.87,HIP 46027
141.4827268600605,-20.7617613105225,7.23,HIP 46258
142.3026763467964,-20.7491236117470,5.636,HIP 46511
143.3019162655224,-21.1157222936490,5.003,HIP 46880
143.3236405057900,-21.3920379165319,6.68,HIP 46890
141.8268024112420,-22.3437490819483,4.69,HIP 46371
141.9709831468653,-22.5285440084204,7.21,HIP 46412
143.3585462922297,-22.8638845057288,5.904,HIP 46897
142.4578075861169,-23.3453445116741,6.24,HIP 46569
141.6654404877290,-24.1678494822682,6.898,HIP 46313
142.5587449966007,-24.2740660205945,6.56,HIP 46609
141.40441949,-25.33709930,6.71,HIP 46238
142.1615023947042,-25.4335523411533,7.12,HIP 46469
142.4185085710134,-26.5942353010922,6.54,HIP 46558
142.4771033298348,-26.5896134723372,5.479,HIP 46578
140.8010471523098,-28.8338552251190,4.68,HIP 46026
141.68708959,-28.78769579,6.1,HIP 46329
142.6677175835856,-28.7664822907058,6.56,HIP 46646
141.5459200781050,-30.0347991919897,7.18,HIP 46279
143.0766105521554,-28.6277688585661,6.45,HIP 46810
142.5913001219487,-31.5499564107386,7.17,HIP 46617
142.8839852970289,-31.8718111256986,5.899,HIP 46734
140.9147077741046,-33.2004741707398,6.72,HIP 46065
142.5821943546742,-33.4038726210350,6.86,HIP 46616
141.6468864806876,-33.8973950161277,7.01,HIP 46305
141.8090252266489,-33.7913477951350,7.14,HIP 46363
141.9099691109378,-35.0073764772495,6.632,HIP 46396
142.8876915260781,-35.7147485268663,5.87,HIP 46736
140.7066970650184,-35.5232096684511,7.2,HIP 45995
140.9573628889814,-35.2475086078725,6.56,HIP 46081
140.9369261411652,-37.7569005390422,6.469,HIP 46075
142.3113319867,-35.9513353986,4.51,HIP 46515
142.8783166095039,-36.7504649233998,7.15,HIP 46730
143.3202624781214,-38.6375458343138,7.24,HIP 46888
145.34138669,+38.95020569,6.89,HIP 47527
143.5557559934880,+36.3975600854984,4.6,HIP 46952
143.9145908555758,+35.8101344639540,5.34,HIP 47080
144.8668804751995,+35.2430797431102,7.12,HIP 47403
144.9908537337376,+35.3359576264026,6.9,HIP 47436
145.6780782839047,+35.0933722478360,6.14,HIP 47631
145.9282034268133,+34.0971772816855,7.22,HIP 47719
145.6442795394976,+32.9948778766714,6.92,HIP 47617
145.7293590512433,+32.2647574716675,7.25,HIP 47652
144.1785508858,+31.1617334297,5.56,HIP 47168
145.3963177536155,+31.2778158478221,5.84,HIP 47544
145.6856744682833,+30.1114527863473,6.72,HIP 47636
145.8885831670124,+29.9744777024832,5.621,HIP 47701
144.2040234652743,+27.7585060104778,6.95,HIP 47173
143.4964190099409,+23.4539198880493,6.25,HIP 46938
145.4103523649188,+25.9128769285786,6.249,HIP 47550
144.8034046704525,+25.3673777057393,7.21,HIP 47382
145.5884032709584,+25.5901617335777,7.26,HIP 47602
144.4578847783764,+24.6702783570265,6.604,HIP 47247
144.0088785568755,+20.0455851835812,6.99,HIP 47104
144.7277583970888,+20.2975569600609,6.77,HIP 47352
145.8436292732810,+20.1931894431520,6.68,HIP 47684
146.1250199022185,+18.8634920812160,6.47,HIP 47779
144.2607546908482,+16.4379520235910,5.732,HIP 47189
143.9703508483473,+14.3795957092760,6.303,HIP 47096
144.5053064350287,+14.3471896381055,6.614,HIP 47266
143.7487210816928,+12.6544921526965,6.82,HIP 47022
145.9329421843408,+14.0217063508848,5.35,HIP 47723
145.9017362205487,+13.4420234357678,7.08,HIP 47706
144.5669126364173,+12.7362972579509,6.74,HIP 47291
144.8217660916676,+13.3125678062514,7.021,HIP 47388
145.14685598,+13.05378316,6.943,HIP 47468
144.6903815053886,+10.7777201224338,6.68,HIP 47336
145.8970307734704,+10.5188705860474,7,HIP 47704
145.2876376996,+09.8923083842,3.52,HIP 47508
145.3109612949760,+08.9954222304334,6.82,HIP 47518
145.0432542678648,+08.2781228469406,7.2,HIP 47446
144.3028448505158,+06.8357828448269,5.009,HIP 47205
144.6137067646,+04.6492905861,4.68,HIP 47310
146.1586910781177,+03.3533124585417,7.17,HIP 47795
145.5972849744237,-00.2794151826412,6.651,HIP 47604
144.9640060237,-01.1428093031,3.91,HIP 47431
143.6364302403563,-03.4879824537297,7.16,HIP 46983
144.1156055292127,-02.7778787384743,7.02,HIP 47150
144.4413978237538,-03.1706384133517,6.46,HIP 47242
144.7670893608522,-02.8394235411265,7.21,HIP 47369
143.7792486525383,-05.3689456016205,7.16,HIP 47031
143.6360307381812,-05.9149473518619,5.548,HIP 46982
144.4646095390408,-09.4244484052458,6.39,HIP 47249
144.9475806763278,-10.5703050898051,6.32,HIP 47427
145.3646477439650,-10.5025677466319,7.23,HIP 47534
145.0836404254239,-10.7691839919560,6.356,HIP 47454
145.0116315043349,-12.9973088423707,7.04,HIP 47440
143.7113967868521,-12.1295453619731,6.53,HIP 47007
143.8761040991791,-14.6912885692492,7.2,HIP 47066
145.0765206637,-14.3322965108,5.052,HIP 47452
144.7503872224556,-17.6241801576731,6.72,HIP 47363
146.2148396971222,-17.7063953030317,6.8,HIP 47817
143.8908343091738,-19.5833950768381,6.31,HIP 47070
145.8775407528216,-20.3658387187235,6.58,HIP 47698
143.8526215445980,-22.6859780646417,7,HIP 47056
146.1516555354864,-22.7518662527478,6.76,HIP 47790
145.3208638296,-23.5915148383,4.76,HIP 47522
144.1402555715500,-24.7028025527664,6.53,HIP 47159
144.2508647903347,-25.2967593044806,5.68,HIP 47187
145.5600688559750,-23.9155705775205,4.94,HIP 47592
146.1992722426585,-27.6304771336077,7.12,HIP 47811
146.0503963187,-27.7694725153,4.79,HIP 47758
144.3705173289285,-29.8023153227960,7.02,HIP 47226
145.4678910538873,-30.3033800724168,6.57,HIP 47564
144.3205350095631,-30.9701471073224,7.01,HIP 47210
145.0704249139986,-30.9217387489699,7.27,HIP 47451
144.2912233217101,-32.1786743267923,5.63,HIP 47199
145.3534485986511,-33.3963261369737,6.9,HIP 47530
143.7992663082779,-35.8237488776978,6.47,HIP 47039
145.6723002526044,-35.5017085809462,6.383,HIP 47627
144.3683365315389,-36.0959929464740,5.95,HIP 47224
146.0650436130128,-39.5711797732796,6.802,HIP 47762
147.5577827429483,+39.6317058954236,6.65,HIP 48256
148.0901148717232,+37.9144717108658,6.709,HIP 48428
147.3685518843953,+36.7473875591511,6.609,HIP 48192
147.5903591702402,+35.8735037781981,7.1,HIP 48264
148.1255367302566,+35.5246231796942,6.93,HIP 48436
148.4042004570724,+34.9838128152686,6.7,HIP 48512
147.2618553591449,+34.0853950544737,7.19,HIP 48164
147.6875809608756,+31.3927480743995,7.07,HIP 48292
147.4444749863530,+31.0770150033457,6.82,HIP 48212
148.1909022646,+26.0069533006,3.88,HIP 48455
148.4039690587536,+25.6673756723164,7.02,HIP 48511
147.5430954502143,+24.5620490587504,6.88,HIP 48248
148.7747268786587,+24.6371097646071,7.07,HIP 48642
146.4628054183,+23.7742557872,2.98,HIP 47908
146.3113658865555,+23.4745635307326,6.54,HIP 47853
146.8424785635775,+23.6476817604621,6.49,HIP 48023
147.4587261012,+21.1794220014,6.077,HIP 48218
146.4664196021452,+18.6835844643054,6.78,HIP 47909
147.7582674935014,+13.0662392564592,6.45,HIP 48324
146.5971993777233,+11.8100453978982,5.644,HIP 47959
146.8581863917,+11.5681659286,6.445,HIP 48029
146.3693385900,+10.2219297267,6.89,HIP 47880
147.7052780398767,+11.8424209603353,6.85,HIP 48298
146.3196997932267,+08.8828027435653,7.1,HIP 47862
146.8188792552540,+08.5704885203802,7.01,HIP 48014
146.7588770171,+07.0909898225,7.29,HIP 47995
148.5276700005218,+08.0744044939086,6.99,HIP 48553
148.9791346671765,+07.6772119861603,6.78,HIP 48699
146.5418427288263,+06.7085554520997,5.79,HIP 47943
148.4288444218617,+05.9585849366886,5.95,HIP 48519
148.5279360531317,+04.9454154011314,6.7,HIP 48552
146.5983775814138,+01.7855904942736,5.64,HIP 47960
148.0499382571,+00.0756084350,6.329,HIP 48413
146.2975407329514,-00.4648814412978,7.19,HIP 47849
147.5509001652142,-00.2284909212160,7.12,HIP 48252
147.8084632067421,-04.2433468510938,6.016,HIP 48341
148.9041232703482,-04.9762402072273,7.23,HIP 48674
147.8400657778442,-06.1819244383355,6.42,HIP 48351
146.3554199648485,-08.4825128363265,7.21,HIP 47874
147.0529316734373,-07.2457376603958,7.04,HIP 48087
147.6712009709660,-07.3821819751725,7.09,HIP 48286
149.0333485531608,-07.6453172013382,6.72,HIP 48712
147.3217933714502,-08.8350633100934,6.86,HIP 48184
148.9374936735508,-08.8364949916695,6.67,HIP 48687
146.7713148616104,-10.5230040833457,6.99,HIP 48001
146.7927208382665,-10.7438291521476,7.03,HIP 48007
147.1812057706136,-09.9186336133287,6.97,HIP 48126
148.3412630982778,-09.9036822760818,7.08,HIP 48491
147.9217357081537,-11.3405071421212,6.52,HIP 48375
147.3881292531292,-11.7849724382994,6.79,HIP 48198
148.6443000505566,-12.9515176467080,6.86,HIP 48592
147.8695576567,-14.8466030639,4.11,HIP 48356
148.7504615827674,-16.1938984048543,6.53,HIP 48630
147.9980570419189,-16.5347573748011,6.074,HIP 48396
